,equity_a2c_baseline
2024-08-12,1122186.8094481307
2024-08-13,1137006.1762236434
2024-08-14,1140479.6844481307
2024-08-15,1165355.148330577
2024-08-16,1165020.5472182112
2024-08-19,1177990.1424940901
2024-08-20,1177541.028610118
2024-08-21,1186456.299476512
2024-08-22,1168656.25917805
2024-08-23,1179181.2160109358
2024-08-26,1172565.7623213606
2024-08-27,1179225.2181700545
2024-08-28,1170714.120483287
2024-08-29,1174210.235137828
2024-08-30,1182780.812141307
2024-09-03,1154156.306030162
2024-09-04,1148816.0299223738
2024-09-05,1138688.5253065901
2024-09-06,1114550.225471385
2024-09-09,1129360.2069014388
2024-09-10,1134193.6592634993
2024-09-11,1150695.907478221
2024-09-12,1158146.868263133
2024-09-13,1164107.3698576766
2024-09-16,1161194.6816252547
2024-09-17,1155164.4896391707
2024-09-18,1144084.1172407942
2024-09-19,1171875.2571867781
2024-09-20,1159591.638061412
2024-09-23,1167525.6240843611
2024-09-24,1168684.9976958113
2024-09-25,1166719.2577742415
2024-09-26,1180908.3174437361
2024-09-27,1178655.9732054549
2024-09-30,1179560.6316069441
2024-10-01,1163988.2373961287
2024-10-02,1167347.0769881087
2024-10-03,1160943.4822996932
2024-10-04,1169889.488563426
2024-10-07,1156425.0804976302
2024-10-08,1176207.4883650618
2024-10-09,1191654.7309874373
2024-10-10,1186538.7576979476
2024-10-11,1197164.9041975813
2024-10-14,1208383.795608409
2024-10-15,1175094.8847121077
2024-10-16,1167181.474639781
2024-10-17,1172901.0693968611
2024-10-18,1188168.1163023787
2024-10-21,1184153.3305586653
2024-10-22,1182088.857894786
2024-10-23,1169348.155059703
2024-10-24,1183918.3173292952
2024-10-25,1184322.1867293196
2024-10-28,1186317.011382945
2024-10-29,1193683.479202159
2024-10-30,1180413.8695525008
2024-10-31,1165291.799087413
2024-11-01,1165713.9802244978
2024-11-04,1165758.649223216
2024-11-05,1178773.2860640364
2024-11-06,1203967.919624217
2024-11-07,1219257.6207121687
2024-11-08,1229569.3710326033
2024-11-11,1247357.9408873396
2024-11-12,1245843.8971785384
2024-11-13,1244723.428306468
2024-11-14,1238127.2802046614
2024-11-15,1212540.871238597
2024-11-18,1230035.4154127913
2024-11-19,1237890.0240629988
2024-11-20,1251680.159431346
2024-11-21,1250052.6153487044
2024-11-22,1260544.2532881575
2024-11-25,1260229.6725767928
2024-11-26,1253664.257087596
2024-11-27,1251390.796829112
2024-11-29,1262479.2419737654
2024-12-02,1269724.6110533553
2024-12-03,1269080.8642424422
2024-12-04,1287093.1762007552
2024-12-05,1272398.4401091414
2024-12-06,1278590.8047713118
2024-12-09,1264158.7241972762
2024-12-10,1268440.1019667464
2024-12-11,1284260.1898421126
2024-12-12,1272410.075912364
2024-12-13,1272948.2972868758
2024-12-16,1277987.4878233748
2024-12-17,1273345.6723631697
2024-12-18,1232207.6064986067
2024-12-19,1214968.078910716
2024-12-20,1227963.3533095198
2024-12-23,1228012.6881712752
2024-12-24,1246533.6630553084
2024-12-26,1240899.1861265975
2024-12-27,1226845.419700511
2024-12-30,1204294.114356883
2024-12-31,1196267.7098616438
2025-01-02,1190440.8714369612
2025-01-03,1211009.146514781
2025-01-06,1227430.313033946
2025-01-07,1209001.6407545882
2025-01-08,1211640.2228468733
2025-01-10,1197190.8627241927
2025-01-13,1197006.977615245
2025-01-14,1201247.413185008
2025-01-15,1222945.4147795516
2025-01-16,1225999.5440062361
2025-01-17,1246498.4148024397
2025-01-21,1253615.085578807
2025-01-22,1256281.5502928572
2025-01-23,1255193.7083968
2025-01-24,1240488.1916350203
2025-01-27,1229819.7605360823
2025-01-28,1230690.797019847
2025-01-29,1237013.8583678084
2025-01-30,1256036.8183211165
2025-01-31,1255404.787631877
2025-02-03,1257045.5995100813
2025-02-04,1262657.9188460188
2025-02-05,1272761.9990958052
2025-02-06,1270964.256469615
2025-02-07,1258391.6680983382
2025-02-10,1274164.8495329695
2025-02-11,1268793.4441145735
2025-02-12,1267697.446403392
2025-02-13,1287139.5577772933
2025-02-14,1286881.413955577
2025-02-18,1286170.343429454
2025-02-19,1285485.4691237288
2025-02-20,1282680.971893199
2025-02-21,1265310.519485362
2025-02-24,1261412.6387556868
2025-02-25,1252783.9636076766
2025-02-26,1247244.8077849227
2025-02-27,1219524.7534788924
2025-02-28,1241274.8915327864
2025-03-03,1230887.4599455672
2025-03-04,1227703.138740428
2025-03-05,1249235.7808684187
2025-03-06,1225625.897308238
2025-03-07,1219459.3487776595
2025-03-10,1171231.1048277693
2025-03-11,1165860.7820967513
2025-03-12,1170304.6847914534
2025-03-13,1152544.4342345076
2025-03-14,1178038.7519530135
2025-03-17,1192134.56575764
2025-03-18,1180801.6360853987
2025-03-19,1194192.5943144637
2025-03-20,1189334.413474925
2025-03-21,1189177.1955488997
2025-03-24,1215746.9599531966
2025-03-25,1222582.8290098982
2025-03-26,1209082.7545241194
2025-03-27,1207834.1540221053
2025-03-28,1179029.9625624495
2025-03-31,1181356.9474409895
2025-04-01,1190645.500320323
2025-04-02,1198899.310729869
2025-04-03,1157023.2349928694
2025-04-04,1097950.0881956893
2025-04-07,1086557.6119345503
2025-04-08,1060801.6581648665
2025-04-09,1170515.729919322
2025-04-10,1132334.5343779402
2025-04-11,1153451.3380698042
2025-04-14,1166640.146438487
2025-04-15,1172636.2295988875
2025-04-16,1142051.4722517806
2025-04-17,1151872.6661032515
2025-04-21,1123119.7156905013
2025-04-22,1153218.2529143172
2025-04-23,1166299.1723707991
2025-04-24,1186198.8341978865
2025-04-25,1188595.7355574446
2025-04-28,1189899.4536017256
2025-04-29,1203540.8076895552
2025-04-30,1208904.2605360823
2025-05-01,1205747.1466864424
2025-05-02,1226078.7433928328
2025-05-05,1220489.4920195418
2025-05-06,1208994.812278636
2025-05-07,1216391.5404890853
2025-05-08,1222450.8629683333
2025-05-09,1219309.7121733504
2025-05-12,1249800.2024916487
2025-05-13,1257178.0110777693
2025-05-14,1252770.6297148543
2025-05-15,1257858.5069884139
2025-05-16,1265976.4258345442
2025-05-19,1270095.5603102522
2025-05-20,1268605.8595503645
2025-05-21,1248379.0352858382
2025-05-22,1248029.2001112776
2025-05-23,1235411.3167952376
2025-05-27,1259792.7107390242
2025-05-28,1246270.3581312972
2025-05-29,1246561.8622511702
2025-05-30,1249874.7240828353
2025-06-02,1254840.4703978377
2025-06-03,1263279.03627003
2025-06-04,1258709.4434431868
2025-06-05,1246816.4035109358
2025-06-06,1256230.246063121
2025-06-09,1256012.5234145003
2025-06-10,1264867.8247374373
2025-06-11,1254752.548354991
2025-06-12,1256231.389320262
2025-06-13,1238885.470268138
2025-06-16,1248677.493743785
2025-06-17,1230421.4132460433
2025-06-18,1227730.003646739
2025-06-20,1227322.2730330306
2025-06-23,1244124.4374159651
2025-06-24,1261970.7797621565
2025-06-25,1259263.6456908064
2025-06-26,1259673.7903441268
2025-06-27,1262322.3767012435
2025-06-30,1277225.8157500105
2025-07-01,1270625.1296156722
2025-07-02,1281391.449867137
2025-07-03,1289622.702262767
2025-07-07,1275947.698280223
2025-07-08,1278742.8673018294
2025-07-09,1282129.6757201033
2025-07-10,1276510.4736937361
2025-07-11,1270902.8256758528
2025-07-14,1281490.784835704
2025-07-15,1273830.5413512068
2025-07-16,1264759.8083494978
2025-07-17,1268645.0967100936
2025-07-18,1260501.0512236434
2025-07-21,1261294.795532115
2025-07-22,1265972.137618907
2025-07-23,1264457.583473094
2025-07-24,1262572.7056578475
2025-07-25,1261289.0856474715
2025-07-28,1261583.5889242964
2025-07-29,1263397.3571661788
2025-07-30,1259937.8255804854
2025-07-31,1240171.7717779952
2025-08-01,1225380.608096965
2025-08-04,1242760.241172679
2025-08-05,1218046.142482646
2025-08-06,1232848.913135417
2025-08-07,1236448.1060942488
2025-08-08,1242207.5801314192
2025-08-11,1242620.7375487166
2025-08-12,1255743.7566489058
2025-08-13,1261783.3207358199
2025-08-14,1254876.739723094
2025-08-15,1254772.452789195
2025-08-18,1258822.2182310896
2025-08-19,1253036.221904643
2025-08-20,1259023.8258551436
2025-08-21,1247059.9964827376
2025-08-22,1262188.5652464705
2025-08-25,1249953.2763480025
2025-08-26,1254260.139106639
2025-08-27,1256844.775245555
2025-08-28,1256083.0544890242
2025-08-29,1250481.4571074324
2025-09-02,1243660.5948828536
2025-09-03,1244729.8132056075
2025-09-04,1252058.0057333785
2025-09-05,1262694.9494246321
2025-09-08,1264374.8624075728
2025-09-09,1266602.208045848
2025-09-10,1247621.9935377913
2025-09-11,1264251.9726141768
2025-09-12,1265249.7965582686
2025-09-15,1274125.0840262251
2025-09-16,1274708.160465129
2025-09-17,1278344.2478026228
2025-09-18,1294002.73989857
2025-09-19,1297708.24720753
2025-09-22,1306817.13235081
2025-09-23,1302602.7874869185
2025-09-24,1294700.5574454146
2025-09-25,1284604.5808752852
2025-09-26,1288319.9112624007
2025-09-29,1295375.6588553267
2025-09-30,1298026.6305464583
2025-10-01,1307358.499702342
2025-10-02,1315355.616676219
2025-10-03,1313401.7987173873
2025-10-06,1320456.96967686
2025-10-07,1299952.5999106246
2025-10-08,1303177.4678267317
2025-10-09,1299667.6417502242
2025-10-10,1266880.010703929
2025-10-13,1289128.9228781539
2025-10-14,1287935.579604991
2025-10-15,1287206.123493083
2025-10-16,1279224.2251738387
2025-10-17,1295731.0880240279
2025-10-20,1311897.5943678694
2025-10-21,1314700.5312880354
2025-10-22,1308332.1980322676
2025-10-23,1313001.4638022261
2025-10-24,1310553.1015242415
2025-10-27,1325364.1089743453
2025-10-28,1316824.4174422103
2025-10-29,1305057.1749457198
2025-10-30,1296809.0430678206
2025-10-31,1296787.360137828
2025-11-03,1296745.434444316
2025-11-04,1280356.730022319
2025-11-05,1287600.8710669356
2025-11-06,1269457.8540953475
2025-11-07,1269923.0390471297
2025-11-10,1283642.3021010237
2025-11-11,1285240.8202780562
2025-11-12,1288563.3829497176
2025-11-13,1273749.520130046
2025-11-14,1266790.2388953047
2025-11-17,1259541.280864604
2025-11-18,1252826.892974742
2025-11-19,1254399.5815352278
2025-11-20,1226897.1580380125
2025-11-21,1231887.633038394
2025-11-24,1242396.3404129667
2025-11-25,1251628.688120715
2025-11-26,1266292.5865868253
2025-11-28,1277105.5366829557
2025-12-01,1278268.8835343046
2025-12-02,1295454.5784176511
2025-12-03,1313455.7984722776
2025-12-04,1301197.8555878324
2025-12-05,1299671.8410500211
2025-12-08,1290804.9978912992
2025-12-09,1285260.2608708066
2025-12-10,1288540.3543480558
2025-12-11,1290679.0557030363
2025-12-12,1281306.6334351224
2025-12-15,1280270.6274841947
2025-12-16,1281747.9130734128
2025-12-17,1260604.5171955747
2025-12-18,1268209.322798602
2025-12-19,1276549.8906792325
2025-12-22,1280551.8614433927
2025-12-23,1279329.6836632413
2025-12-24,1284675.1606320066
2025-12-26,1286508.8116787595
2025-12-29,1280612.127972476
2025-12-30,1278401.043949954
2025-12-31,1269848.1326054258
2026-01-02,1280263.9811428708
2026-01-05,1297847.0855282468
2026-01-06,1311356.5748242063
2026-01-07,1312703.1130283994
2026-01-08,1305570.931286685
2026-01-09,1324612.423491351
2026-01-12,1325472.4283016843
2026-01-13,1318167.6651772184
2026-01-14,1311958.6804379148
2026-01-15,1321461.6714962644
2026-01-16,1324679.4584244413
2026-01-20,1298559.6533440275
2026-01-21,1320799.5953644437
2026-01-22,1335926.6912239713
2026-01-23,1336261.0114754362
2026-01-26,1347216.4007004423
2026-01-27,1346937.736237399
2026-01-28,1339054.5408562345
2026-01-29,1334686.2243679685
2026-01-30,1330711.3333939237
2026-02-02,1338773.2211006803
2026-02-03,1312836.735060565
2026-02-04,1310128.4351700468
2026-02-05,1296299.5725048704
2026-02-06,1329407.34424483
2026-02-09,1331626.6244476957
2026-02-10,1326012.1789101285
2026-02-11,1332861.0891960782
2026-02-12,1311530.4199417753
2026-02-13,1327613.7694977445
2026-02-17,1322502.52150809
2026-02-18,1336610.0802868528
2026-02-19,1330488.2553661985
2026-02-20,1339253.1800087614
2026-02-23,1333642.075861804
2026-02-24,1348348.626599185
2026-02-25,1363813.6633652372
2026-02-26,1345560.9656017942
2026-02-27,1351091.2727631254
2026-03-02,1344015.4682892484
2026-03-03,1325060.5713413877
2026-03-04,1343268.1923454923
2026-03-05,1327987.3609951658
2026-03-06,1304912.5463417692
2026-03-09,1321672.4740875883
2026-03-10,1325588.5593384427
2026-03-11,1324043.6319626493
2026-03-12,1306144.4956215543
2026-03-13,1301454.157242648
2026-03-16,1313045.3610008878
2026-03-17,1316367.888914935
2026-03-18,1291991.9834335966
2026-03-19,1290509.0717705411
2026-03-20,1272457.2809303922
2026-03-23,1287499.9496220273
2026-03-24,1288086.5010899229
2026-03-25,1292225.3058098478
2026-03-26,1276500.1722248716
2026-03-27,1251251.1241444272
2026-03-30,1248728.1659763975
2026-03-31,1275790.908932559
