,equity_ddpg_baseline
2024-10-14,1215163.3569668396
2024-10-15,1184717.2183164223
2024-10-16,1180037.883106099
2024-10-17,1183978.339249955
2024-10-18,1192520.2446139916
2024-10-21,1184397.1206215485
2024-10-22,1181812.1583875283
2024-10-23,1171933.3141497239
2024-10-24,1180409.3942140206
2024-10-25,1183231.5663007363
2024-10-28,1180752.0621789559
2024-10-29,1188049.294922696
2024-10-30,1180820.978923188
2024-10-31,1145936.267721997
2024-11-01,1155610.7262724503
2024-11-04,1156170.1531504258
2024-11-05,1167144.295262204
2024-11-06,1191458.5102680787
2024-11-07,1170338.8700951203
2024-11-08,1198695.4681814774
2024-11-11,1198816.611528264
2024-11-12,1190695.806368695
2024-11-13,1182248.63934599
2024-11-14,1165698.8394268616
2024-11-15,1144969.526682721
2024-11-18,1155824.1143749817
2024-11-19,1151630.1032751664
2024-11-20,1153117.8347767456
2024-11-21,1170087.1580122574
2024-11-22,1174602.7034786805
2024-11-25,1186730.5776079758
2024-11-26,1186603.3979366883
2024-11-27,1175501.9389027222
2024-11-29,1180062.1389235123
2024-12-02,1182274.5112599
2024-12-03,1180610.4501427277
2024-12-04,1195799.1377962693
2024-12-05,1184656.3076590165
2024-12-06,1187306.1371687516
2024-12-09,1166980.8367146119
2024-12-10,1168879.2407044037
2024-12-11,1183537.9847220047
2024-12-12,1172961.1444834336
2024-12-13,1168834.4898947342
2024-12-16,1176217.6810816391
2024-12-17,1176189.1290110215
2024-12-18,1132656.6710575684
2024-12-19,1115338.0078943833
2024-12-20,1124151.413582669
2024-12-23,1133845.284172879
2024-12-24,1146246.918763028
2024-12-26,1144142.9574745758
2024-12-27,1133525.624705182
2024-12-30,1118350.9209078415
2024-12-31,1111965.2270544632
2025-01-02,1116776.52062975
2025-01-03,1138940.461444722
2025-01-06,1138078.3563631638
2025-01-07,1127348.089387761
2025-01-08,1129931.665694104
2025-01-10,1115264.392470227
2025-01-13,1115363.4922255143
2025-01-14,1118336.713851796
2025-01-15,1142834.6570309266
2025-01-16,1141827.1895245179
2025-01-17,1154181.3237379654
2025-01-21,1165138.9073713883
2025-01-22,1171732.3640450104
2025-01-23,1172920.7318848236
2025-01-24,1161957.9655798539
2025-01-27,1144064.1783274277
2025-01-28,1150804.4151419266
2025-01-29,1153107.4074667557
2025-01-30,1171920.2332695588
2025-01-31,1171426.4332970246
2025-02-03,1167747.7938765152
2025-02-04,1183004.9424885376
2025-02-05,1195488.4484337433
2025-02-06,1199581.331923352
2025-02-07,1194381.3976439103
2025-02-10,1204094.267013417
2025-02-11,1196478.2148188218
2025-02-12,1192016.250293599
2025-02-13,1210516.3537491425
2025-02-14,1211974.6027144059
2025-02-18,1217456.3417290314
2025-02-19,1209781.4210632904
2025-02-20,1209308.6115215882
2025-02-21,1207867.7403000458
2025-02-24,1201223.1681974991
2025-02-25,1188610.80407034
2025-02-26,1204910.1296957596
2025-02-27,1169531.6810034378
2025-02-28,1181058.7823990448
2025-03-03,1163518.501579152
2025-03-04,1158470.5381506546
2025-03-05,1180314.7779501542
2025-03-06,1150322.7536915406
2025-03-07,1156684.407626973
2025-03-10,1125780.2303999527
2025-03-11,1122482.2058266266
2025-03-12,1128602.2915857895
2025-03-13,1114140.0384186371
2025-03-14,1134801.2985313996
2025-03-17,1155421.734657155
2025-03-18,1134526.8492172821
2025-03-19,1150178.722326146
2025-03-20,1144228.4359301194
2025-03-21,1144406.8387049302
2025-03-24,1166350.6072872742
2025-03-25,1172869.925079213
2025-03-26,1149799.4473389252
2025-03-27,1148558.598459111
2025-03-28,1125104.7111061676
2025-03-31,1115611.6167219742
2025-04-01,1114677.2353485688
2025-04-02,1126192.4414051636
2025-04-03,1088944.3999556168
2025-04-04,1023527.0975302322
2025-04-07,1019665.4661635024
2025-04-08,1005510.5290578468
2025-04-09,1104442.8195055588
2025-04-10,1060557.6851099594
2025-04-11,1085202.3727096184
2025-04-14,1099605.9897688492
2025-04-15,1111321.889003621
2025-04-16,1083726.2402475937
2025-04-17,1091276.1730831726
2025-04-21,1065655.832799302
2025-04-22,1093367.5844715699
2025-04-23,1109126.3187883957
2025-04-24,1138667.7010916336
2025-04-25,1149538.866737233
2025-04-28,1149125.708853589
2025-04-29,1160625.2406386002
2025-04-30,1172523.5183848008
2025-05-01,1166458.3519629105
2025-05-02,1182024.3597134217
2025-05-05,1176807.575417386
2025-05-06,1159213.2047842606
2025-05-07,1169308.3286656006
2025-05-08,1193634.572969304
2025-05-09,1195291.066333638
2025-05-12,1236667.7618712052
2025-05-13,1248210.5876730545
2025-05-14,1252038.7637833222
2025-05-15,1260100.0544327362
2025-05-16,1265945.9188307389
2025-05-19,1266309.2727211579
2025-05-20,1269371.6211393937
2025-05-21,1254504.6740940674
2025-05-22,1250955.006202565
2025-05-23,1241547.7511175736
2025-05-27,1270876.0665596589
2025-05-28,1261099.2310103043
2025-05-29,1259500.674074994
2025-05-30,1249538.7470730408
2025-06-02,1258401.8161047562
2025-06-03,1264064.0593193634
2025-06-04,1264621.4889324768
2025-06-05,1259890.3048571213
2025-06-06,1257965.9403799637
2025-06-09,1257593.5023773774
2025-06-10,1263584.6624621018
2025-06-11,1260744.0997179612
2025-06-12,1258832.7682798966
2025-06-13,1244024.120564328
2025-06-16,1262057.8706911667
2025-06-17,1242304.469766484
2025-06-18,1243942.9056814774
2025-06-20,1243008.1317213639
2025-06-23,1259586.0313376053
2025-06-24,1282829.2457674607
2025-06-25,1280678.020401822
2025-06-26,1289561.8242586716
2025-06-27,1293577.2524727448
2025-06-30,1307892.8225830658
2025-07-01,1294088.5552147492
2025-07-02,1298132.6098564728
2025-07-03,1309876.9983395203
2025-07-07,1297400.1970900162
2025-07-08,1299851.9656141861
2025-07-09,1301205.591215001
2025-07-10,1285442.9384707077
2025-07-11,1278838.476035939
2025-07-14,1284589.6646364792
2025-07-15,1278584.09596716
2025-07-16,1275303.9651125534
2025-07-17,1272878.9140699967
2025-07-18,1278814.9087942704
2025-07-21,1277797.2419518097
2025-07-22,1279506.2942331894
2025-07-23,1278017.8103321656
2025-07-24,1270746.690502034
2025-07-25,1263316.4717386826
2025-07-28,1264125.2278812989
2025-07-29,1269257.9525002106
2025-07-30,1273032.1112154587
2025-07-31,1254049.0857142075
2025-08-01,1256621.4789360627
2025-08-04,1276376.7530983551
2025-08-05,1271032.0189770325
2025-08-06,1261170.5333584412
2025-08-07,1260508.468592511
2025-08-08,1262074.1100691422
2025-08-11,1248881.510067807
2025-08-12,1268873.4120052918
2025-08-13,1272681.5582512482
2025-08-14,1266915.6216171845
2025-08-15,1272456.383931981
2025-08-18,1276326.6871451004
2025-08-19,1265566.4109791382
2025-08-20,1267379.0631664856
2025-08-21,1263357.369987355
2025-08-22,1280699.2943504914
2025-08-25,1270985.269663678
2025-08-26,1276827.0538719757
2025-08-27,1281854.317361699
2025-08-28,1288917.0628880127
2025-08-29,1276159.7716339692
2025-09-02,1261670.1510857209
2025-09-03,1257352.246694432
2025-09-04,1270277.4282835587
2025-09-05,1282145.0808514222
2025-09-08,1278786.7574518784
2025-09-09,1279821.6817415818
2025-09-10,1252923.8962048157
2025-09-11,1266123.5684031113
2025-09-12,1264198.3227022751
2025-09-15,1272096.2944906815
2025-09-16,1278230.2721747025
2025-09-17,1289529.627530919
2025-09-18,1310708.4340818985
2025-09-19,1314280.324052678
2025-09-22,1324811.9310492142
2025-09-23,1322488.14062296
2025-09-24,1309708.167644368
2025-09-25,1302459.7133463486
2025-09-26,1307538.3240221604
2025-09-29,1316018.7258871659
2025-09-30,1306770.969350682
2025-10-01,1299674.246694432
2025-10-02,1310422.498472081
2025-10-03,1302207.5138147934
2025-10-06,1306607.9648836716
2025-10-07,1296611.637647496
2025-10-08,1302770.1676214798
2025-10-09,1306239.0701883896
2025-10-10,1256297.3095759018
2025-10-13,1286880.6929300888
2025-10-14,1285093.935096608
2025-10-15,1278273.7217253312
2025-10-16,1277376.2006643876
2025-10-17,1285436.9765108689
2025-10-20,1304127.6257895096
2025-10-21,1310086.9964007004
2025-10-22,1299660.2250650986
2025-10-23,1321555.6627768143
2025-10-24,1324237.4494875534
2025-10-27,1349362.1566046341
2025-10-28,1352906.142209874
2025-10-29,1353313.106002675
2025-10-30,1354506.9727953537
2025-10-31,1346640.6162184342
2025-11-03,1345660.6077459916
2025-11-04,1319729.9252146347
2025-11-05,1329423.1658877
2025-11-06,1293159.8567713364
2025-11-07,1288683.457609044
2025-11-10,1299560.098945485
2025-11-11,1299712.3569792374
2025-11-12,1304442.1010225876
2025-11-13,1280752.527599202
2025-11-14,1278176.1113031968
2025-11-17,1275312.4427088364
2025-11-18,1267683.2222612961
2025-11-19,1275445.3107679947
2025-11-20,1237725.3002680405
2025-11-21,1253944.5545405014
2025-11-24,1277009.2627600296
2025-11-25,1294810.3775213822
2025-11-26,1301701.662244664
2025-11-28,1315165.9586752518
2025-12-01,1309082.1142901047
2025-12-02,1322495.258527623
2025-12-03,1335742.4514578446
2025-12-04,1333794.7384451493
2025-12-05,1330589.930856572
2025-12-08,1325429.979904042
2025-12-09,1317912.4279802903
2025-12-10,1322542.9030436142
2025-12-11,1334048.0249765976
2025-12-12,1313800.934982167
2025-12-15,1310589.51338564
2025-12-16,1310116.4334047898
2025-12-17,1286342.5770300492
2025-12-18,1300609.8748816117
2025-12-19,1318780.9905241593
2025-12-22,1326225.6022299393
2025-12-23,1326800.0312059983
2025-12-24,1331539.924751149
2025-12-26,1332177.8305815323
2025-12-29,1326424.6801031693
2025-12-30,1322043.8496111496
2025-12-31,1312510.5183981522
2026-01-02,1321273.3098620041
2026-01-05,1354878.2509821518
2026-01-06,1389898.1505678757
2026-01-07,1381791.8129118546
2026-01-08,1374591.0418356522
2026-01-09,1393243.4202383622
2026-01-12,1388878.2701128586
2026-01-13,1373564.694019185
2026-01-14,1367630.887296544
2026-01-15,1374806.5713633164
2026-01-16,1376756.0893725022
2026-01-20,1357931.3442286118
2026-01-21,1381633.7970255478
2026-01-22,1401232.9130743607
2026-01-23,1397667.314653264
2026-01-26,1413133.4106119736
2026-01-27,1430210.1394995316
2026-01-28,1430490.7995222672
2026-01-29,1419036.4395578965
2026-01-30,1389283.2861593827
2026-02-02,1400449.7783201798
2026-02-03,1378055.474290715
2026-02-04,1361910.4579447373
2026-02-05,1351660.2228029831
2026-02-06,1379961.2666281327
2026-02-09,1392049.3013876542
2026-02-10,1375652.9245680436
2026-02-11,1388687.8362940415
2026-02-12,1373095.2480276688
2026-02-13,1383691.602971898
2026-02-17,1378561.3431509598
2026-02-18,1395266.7178610428
2026-02-19,1387562.0070093735
2026-02-20,1395931.9492300614
2026-02-23,1373758.4503038987
2026-02-24,1388432.925123082
2026-02-25,1397587.3931749924
2026-02-26,1376295.21959673
2026-02-27,1378927.833654271
2026-03-02,1378974.0317343338
2026-03-03,1346674.2636793717
2026-03-04,1367366.848869191
2026-03-05,1355674.2476004227
2026-03-06,1334331.0597609146
2026-03-09,1351818.8286779984
2026-03-10,1346890.0045145615
2026-03-11,1349829.9304331406
2026-03-12,1314325.3439138993
2026-03-13,1313903.2470015152
2026-03-16,1335907.9034174546
2026-03-17,1344148.856014119
2026-03-18,1322393.8696650132
2026-03-19,1325187.3681353196
2026-03-20,1300224.1880320176
2026-03-23,1317201.0928705796
2026-03-24,1308792.3610781296
2026-03-25,1316017.589212285
2026-03-26,1291227.5420225724
2026-03-27,1267291.1289366349
2026-03-30,1256316.826274739
2026-03-31,1304368.510135518
