,equity_ppo_ac
2024-06-14,1066478.153414584
2024-06-17,1075381.7983026193
2024-06-18,1082146.5196776374
2024-06-20,1084586.5115689808
2024-06-21,1082788.0035495083
2024-06-24,1089248.5369235086
2024-06-25,1075572.3150935092
2024-06-26,1079276.5342283475
2024-06-27,1075003.6484218945
2024-06-28,1070806.726962792
2024-07-01,1075830.9364103014
2024-07-02,1080117.406793498
2024-07-03,1079988.451497583
2024-07-05,1081873.1969653585
2024-07-08,1084498.1387046566
2024-07-09,1086993.3787358713
2024-07-10,1101939.7237760883
2024-07-11,1105483.581327751
2024-07-12,1112729.5873167792
2024-07-15,1119395.9279724779
2024-07-16,1139023.5524582139
2024-07-17,1141836.5959147753
2024-07-18,1122103.3931683367
2024-07-19,1115990.1309062294
2024-07-22,1117460.2571306275
2024-07-23,1119795.2821648654
2024-07-24,1104526.4794395969
2024-07-25,1108034.5982483004
2024-07-26,1131816.798730503
2024-07-29,1128331.1079225305
2024-07-30,1137350.4114978192
2024-07-31,1145278.477868348
2024-08-01,1131514.1937482741
2024-08-02,1105604.5043195381
2024-08-05,1079462.1276996124
2024-08-06,1089611.4853831825
2024-08-07,1085026.281040578
2024-08-08,1104864.542676037
2024-08-09,1109515.2992807617
2024-08-12,1101424.8493291244
2024-08-13,1113855.3162766476
2024-08-14,1124324.8655205
2024-08-15,1134817.649169975
2024-08-16,1141688.5210560586
2024-08-19,1144325.792470089
2024-08-20,1143796.0093293146
2024-08-21,1146530.2957981946
2024-08-22,1141892.1934548477
2024-08-23,1159869.9904876633
2024-08-26,1161284.5844050264
2024-08-27,1160578.732436836
2024-08-28,1155548.3270293223
2024-08-29,1162844.7097358948
2024-08-30,1170774.745534615
2024-09-03,1147338.165136014
2024-09-04,1148002.218182921
2024-09-05,1142984.9657243192
2024-09-06,1128537.964793758
2024-09-09,1143637.317815324
2024-09-10,1134664.0317648062
2024-09-11,1140466.1620702874
2024-09-12,1147014.872208648
2024-09-13,1155779.295884319
2024-09-16,1162932.8457572486
2024-09-17,1163033.5602042929
2024-09-18,1161487.6405960978
2024-09-19,1182807.22128734
2024-09-20,1183650.583040377
2024-09-23,1184697.7119185037
2024-09-24,1191705.7424172221
2024-09-25,1183064.2580966842
2024-09-26,1190394.0025278367
2024-09-27,1192444.520610797
2024-09-30,1194259.1200824133
2024-10-01,1189565.4406374989
2024-10-02,1187801.0267628657
2024-10-03,1180008.7897087866
2024-10-04,1187615.4257432923
2024-10-07,1180676.5821450278
2024-10-08,1189105.9535446258
2024-10-09,1204092.69833194
2024-10-10,1197924.3095621618
2024-10-11,1211790.2930329915
2024-10-14,1221740.472113847
2024-10-15,1224291.6461676892
2024-10-16,1232805.1842307094
2024-10-17,1231395.7525610735
2024-10-18,1231590.979370395
2024-10-21,1216456.6990609854
2024-10-22,1210827.2616983496
2024-10-23,1203701.3101022898
2024-10-24,1200509.6970901364
2024-10-25,1186769.0277311143
2024-10-28,1200055.4030334332
2024-10-29,1193734.8369500004
2024-10-30,1188531.2466512776
2024-10-31,1181466.1313983405
2024-11-01,1185681.763007238
2024-11-04,1179414.5192605036
2024-11-05,1196408.6857324108
2024-11-06,1244645.9985654089
2024-11-07,1243963.7196265599
2024-11-08,1254781.7082787561
2024-11-11,1264925.8215824985
2024-11-12,1255727.1315195295
2024-11-13,1263791.4559909715
2024-11-14,1256737.450712343
2024-11-15,1257639.4589840036
2024-11-18,1257432.7516984183
2024-11-19,1249927.2596389984
2024-11-20,1247335.9231877534
2024-11-21,1266213.7814298004
2024-11-22,1283114.7789028725
2024-11-25,1295986.2498500552
2024-11-26,1303000.3480754015
2024-11-27,1301611.4692359737
2024-11-29,1308521.6084176733
2024-12-02,1304684.1631450488
2024-12-03,1303393.0752314716
2024-12-04,1301034.0521930256
2024-12-05,1299401.092730967
2024-12-06,1304750.594488551
2024-12-09,1294928.4522667252
2024-12-10,1287812.5067474293
2024-12-11,1291419.9333802103
2024-12-12,1286389.6729493686
2024-12-13,1283325.226838584
2024-12-16,1283837.1167010814
2024-12-17,1274015.0261562031
2024-12-18,1233750.0002454803
2024-12-19,1234335.972597599
2024-12-20,1251493.2920874709
2024-12-23,1254360.0106800634
2024-12-24,1270175.5809225393
2024-12-26,1270809.3589544967
2024-12-27,1260718.796319038
2024-12-30,1248840.6707603298
2024-12-31,1247978.5473289962
2025-01-02,1244689.8483275287
2025-01-03,1250992.1495013398
2025-01-06,1249598.366035233
2025-01-07,1243964.3714391005
2025-01-08,1245433.9974402508
2025-01-10,1223189.1760453342
2025-01-13,1227822.5146218014
2025-01-14,1237184.637223642
2025-01-15,1273950.5176830813
2025-01-16,1280099.0186169792
2025-01-17,1292770.768846228
2025-01-21,1308366.2124691787
2025-01-22,1305261.908626813
2025-01-23,1316443.1233592045
2025-01-24,1310947.815364908
2025-01-27,1324925.4515567804
2025-01-28,1324184.7002632672
2025-01-29,1322235.2331402588
2025-01-30,1338249.9709051908
2025-01-31,1328725.2774155138
2025-02-03,1319228.096013815
2025-02-04,1327424.8553686494
2025-02-05,1336476.0001197055
2025-02-06,1337555.6521871642
2025-02-07,1321824.326700185
2025-02-10,1324068.18446562
2025-02-11,1328415.98717835
2025-02-12,1323852.7154750675
2025-02-13,1333031.77276893
2025-02-14,1335831.976890853
2025-02-18,1345281.5111145407
2025-02-19,1342042.1841187812
2025-02-20,1324021.1551498289
2025-02-21,1304162.1464021523
2025-02-24,1304609.904158382
2025-02-25,1306793.9087576747
2025-02-26,1302556.784476571
2025-02-27,1294175.8421910873
2025-02-28,1317410.7349787503
2025-03-03,1297418.6004394363
2025-03-04,1265501.9351549458
2025-03-05,1279730.370437739
2025-03-06,1257676.1305486278
2025-03-07,1257372.6830313737
2025-03-10,1227732.407520945
2025-03-11,1210907.997313153
2025-03-12,1207606.9690595944
2025-03-13,1184492.1566484917
2025-03-14,1205140.0029823368
2025-03-17,1217293.3552356379
2025-03-18,1210240.2746511684
2025-03-19,1221311.5841980702
2025-03-20,1222594.8477868699
2025-03-21,1221704.738999208
2025-03-24,1245146.3264714284
2025-03-25,1247646.2855786192
2025-03-26,1240696.6014211124
2025-03-27,1231361.9920384232
2025-03-28,1207041.3076899438
2025-03-31,1221265.5080286197
2025-04-01,1220768.5256986367
2025-04-02,1236271.4731122379
2025-04-03,1163925.5101842768
2025-04-04,1099239.2408669784
2025-04-07,1081587.1256153455
2025-04-08,1063477.2695181565
2025-04-09,1156568.2300253685
2025-04-10,1119691.7819175774
2025-04-11,1136687.0803983186
2025-04-14,1151524.1136802384
2025-04-15,1150124.018552076
2025-04-16,1126837.1718423895
2025-04-17,1145577.7322352529
2025-04-21,1123539.857968689
2025-04-22,1156293.8383201926
2025-04-23,1167451.1876046027
2025-04-24,1181575.0484046468
2025-04-25,1179494.7728395504
2025-04-28,1183132.3350148443
2025-04-29,1194078.9738944324
2025-04-30,1195037.0869917902
2025-05-01,1197076.396517972
2025-05-02,1213876.6997173582
2025-05-05,1202738.8366255437
2025-05-06,1190598.9644918873
2025-05-07,1198763.1089221663
2025-05-08,1212259.627980416
2025-05-09,1211074.9400550846
2025-05-12,1257096.3423697602
2025-05-13,1263230.0769145286
2025-05-14,1263092.6138010076
2025-05-15,1278012.128171704
2025-05-16,1285641.6605092208
2025-05-19,1281860.9269837085
2025-05-20,1275236.8772703323
2025-05-21,1251785.217044061
2025-05-22,1252668.0592791147
2025-05-23,1246522.4801157864
2025-05-27,1273879.3543197375
2025-05-28,1263945.4503222979
2025-05-29,1263958.0096465303
2025-05-30,1264705.9598207346
2025-06-02,1263977.9362572692
2025-06-03,1272161.950466755
2025-06-04,1267396.0571814883
2025-06-05,1268500.445017005
2025-06-06,1280070.4759944156
2025-06-09,1276952.5325017036
2025-06-10,1282391.8516500616
2025-06-11,1281498.7484902365
2025-06-12,1282829.1060540765
2025-06-13,1260500.963931888
2025-06-16,1274605.7765993567
2025-06-17,1262357.8806428572
2025-06-18,1267881.4803308106
2025-06-20,1275344.5852846485
2025-06-23,1291353.0525767975
2025-06-24,1307919.8451581309
2025-06-25,1310146.9017519425
2025-06-26,1328065.7411923835
2025-06-27,1342302.612494038
2025-06-30,1356279.019148821
2025-07-01,1367751.603830082
2025-07-02,1375932.5931065292
2025-07-03,1384565.6732763757
2025-07-07,1368939.9241286295
2025-07-08,1356533.623630052
2025-07-09,1360243.438271778
2025-07-10,1372353.2666185487
2025-07-11,1362543.2780057823
2025-07-14,1367203.8735662878
2025-07-15,1348419.783247983
2025-07-16,1357176.1896016854
2025-07-17,1358853.321226175
2025-07-18,1357992.1570352686
2025-07-21,1360871.0084410787
2025-07-22,1364370.1905204928
2025-07-23,1381969.2007791318
2025-07-24,1371126.4998079748
2025-07-25,1379589.1158017425
2025-07-28,1377347.6933749374
2025-07-29,1379648.1744529686
2025-07-30,1368049.4870138753
2025-07-31,1357063.3962276925
2025-08-01,1340223.3224633026
2025-08-04,1360957.4797244074
2025-08-05,1360376.898771975
2025-08-06,1371746.181604587
2025-08-07,1370978.907668654
2025-08-08,1378299.3687388513
2025-08-11,1375777.5919710689
2025-08-12,1400386.54467474
2025-08-13,1416257.2900288026
2025-08-14,1411205.37367628
2025-08-15,1398363.5076707278
2025-08-18,1396542.223952424
2025-08-19,1399670.375860145
2025-08-20,1395161.0451583576
2025-08-21,1387549.1770690437
2025-08-22,1423968.111194686
2025-08-25,1414224.7583802403
2025-08-26,1423531.0576854884
2025-08-27,1426064.7389544526
2025-08-28,1428327.590565266
2025-08-29,1425808.7861948346
2025-09-02,1410727.4762289082
2025-09-03,1412175.9932941752
2025-09-04,1436525.9809727601
2025-09-05,1431295.065006927
2025-09-08,1434306.6087160031
2025-09-09,1444166.917173395
2025-09-10,1438758.6041021573
2025-09-11,1464068.7985006457
2025-09-12,1455619.43158807
2025-09-15,1461599.372769757
2025-09-16,1460928.9965460438
2025-09-17,1467369.6611591494
2025-09-18,1472411.4066545921
2025-09-19,1474634.817245184
2025-09-22,1473667.7045742108
2025-09-23,1473046.9286287266
2025-09-24,1459746.2497519501
2025-09-25,1462826.204039409
2025-09-26,1471374.0778502342
2025-09-29,1472226.8016136244
2025-09-30,1468062.4152366037
2025-10-01,1458788.5039945946
2025-10-02,1455998.686407089
2025-10-03,1462905.7901880231
2025-10-06,1459571.5778185797
2025-10-07,1454030.4655646242
2025-10-08,1444047.6575575732
2025-10-09,1437284.3132820616
2025-10-10,1409682.1602410069
2025-10-13,1431295.6694403484
2025-10-14,1430813.0821956282
2025-10-15,1427638.4441238504
2025-10-16,1416988.681675573
2025-10-17,1423805.751399694
2025-10-20,1440071.1494682124
2025-10-21,1446675.3117105064
2025-10-22,1433021.5287086815
2025-10-23,1442576.5524005122
2025-10-24,1470002.8588299325
2025-10-27,1478207.796128508
2025-10-28,1479690.1626514075
2025-10-29,1464396.5267833588
2025-10-30,1470588.2254199027
2025-10-31,1476382.5284899313
2025-11-03,1468424.4682917465
2025-11-04,1469596.4241632957
2025-11-05,1469282.2989750076
2025-11-06,1461495.9589898146
2025-11-07,1461363.2333651334
2025-11-10,1473125.889478039
2025-11-11,1495850.9441434313
2025-11-12,1514712.5874393051
2025-11-13,1486092.025909172
2025-11-14,1469290.558906915
2025-11-17,1446568.827402843
2025-11-18,1430091.098178736
2025-11-19,1438113.1169341728
2025-11-20,1423454.0710715146
2025-11-21,1441767.5663592527
2025-11-24,1452558.9900398368
2025-11-25,1475562.7625070203
2025-11-26,1487253.5119433138
2025-11-28,1499638.9794613728
2025-12-01,1487369.4164444758
2025-12-02,1492451.4849875805
2025-12-03,1511082.1866131949
2025-12-04,1504969.8509890423
2025-12-05,1515070.323698136
2025-12-08,1512934.8306191887
2025-12-09,1515814.8516618803
2025-12-10,1537216.3056812885
2025-12-11,1560833.149426811
2025-12-12,1546370.1513324198
2025-12-15,1545764.076447461
2025-12-16,1531735.2694875721
2025-12-17,1528051.6456033739
2025-12-18,1527359.753331984
2025-12-19,1530617.5772840881
2025-12-22,1532456.7432716999
2025-12-23,1535020.7528224231
2025-12-24,1547157.941231819
2025-12-26,1547102.7097363346
2025-12-29,1534632.9532156116
2025-12-30,1526679.7002814508
2025-12-31,1518385.9345535447
2026-01-02,1541928.815632195
2026-01-05,1568152.98208943
2026-01-06,1581393.384748104
2026-01-07,1562898.9353492844
2026-01-08,1573743.8868682473
2026-01-09,1586169.4935544427
2026-01-12,1597638.2706016076
2026-01-13,1592989.8274015086
2026-01-14,1591058.2733704555
2026-01-15,1619689.3885724207
2026-01-16,1612528.6973648695
2026-01-20,1578269.5045629025
2026-01-21,1596083.3864555494
2026-01-22,1602686.2354911822
2026-01-23,1580991.359029953
2026-01-26,1594834.1147670439
2026-01-27,1591001.1102887327
2026-01-28,1589803.5325049737
2026-01-29,1600795.4170541593
2026-01-30,1601168.577349856
2026-02-02,1620987.6546235841
2026-02-03,1618259.7087888478
2026-02-04,1614736.8366379787
2026-02-05,1595068.1197428014
2026-02-06,1629987.1016876153
2026-02-09,1634260.8145555458
2026-02-10,1646185.485169431
2026-02-11,1640631.8158504977
2026-02-12,1600435.8169086971
2026-02-13,1597578.5749587766
2026-02-17,1604060.947113861
2026-02-18,1615203.5357752366
2026-02-19,1599576.8251315095
2026-02-20,1611722.504977249
2026-02-23,1579054.191691756
2026-02-24,1596152.4040384975
2026-02-25,1604721.7524111494
2026-02-26,1609856.729046437
2026-02-27,1563939.956821905
2026-03-02,1560069.937712989
2026-03-03,1553033.0465781593
2026-03-04,1561506.837692534
2026-03-05,1524699.1644211237
2026-03-06,1505904.3170993354
2026-03-09,1512260.3904881277
2026-03-10,1518716.5004931423
2026-03-11,1505479.8171770582
2026-03-12,1463563.0025492278
2026-03-13,1458669.123632007
2026-03-16,1473044.655544809
2026-03-17,1479558.2276408498
2026-03-18,1459616.0633706523
2026-03-19,1457888.0330266366
2026-03-20,1447562.8539805943
2026-03-23,1475551.972187574
2026-03-24,1476516.545914474
2026-03-25,1488072.8915611077
2026-03-26,1468622.07441092
2026-03-27,1442979.234008844
2026-03-30,1448664.5908370276
