,equity_td3_baseline
2024-04-23,1037718.3759540748
2024-04-24,1037826.9287800025
2024-04-25,1028889.9194721412
2024-04-26,1032130.0105671119
2024-04-29,1033639.9236225318
2024-04-30,1017527.1318439674
2024-05-01,1016615.3092121314
2024-05-02,1024248.9533771705
2024-05-03,1029844.7461017799
2024-05-06,1036386.6392292213
2024-05-07,1043664.6665424537
2024-05-08,1044248.6482013892
2024-05-09,1055051.0013813209
2024-05-10,1059684.4256977271
2024-05-13,1055049.1525043678
2024-05-14,1055025.9315265846
2024-05-15,1062969.6490253638
2024-05-16,1063313.3841327857
2024-05-17,1067650.9270710181
2024-05-20,1060981.1592487525
2024-05-21,1063504.9122089576
2024-05-22,1057305.8573383521
2024-05-23,1044627.4171833228
2024-05-24,1041378.1460651588
2024-05-28,1035480.9243549537
2024-05-29,1019495.5680317115
2024-05-30,1025745.8071369361
2024-05-31,1040047.1074604224
2024-06-03,1033636.9042133521
2024-06-04,1040534.7587055396
2024-06-05,1041213.2053608131
2024-06-06,1041065.05280344
2024-06-07,1029850.5740436744
2024-06-10,1035805.7348407935
2024-06-11,1034717.1807026099
2024-06-12,1033572.129555149
2024-06-13,1036071.5866779517
2024-06-14,1033570.1129230689
2024-06-17,1037954.3963092994
2024-06-18,1038143.1669086646
2024-06-20,1045379.5208820533
2024-06-21,1045968.7019428443
2024-06-24,1052501.9476398658
2024-06-25,1037552.3276752662
2024-06-26,1037934.1973041724
2024-06-27,1036792.9660419654
2024-06-28,1040288.6666950416
2024-07-01,1031484.2937702369
2024-07-02,1033546.3533100318
2024-07-03,1029922.4124225806
2024-07-05,1030188.2347797584
2024-07-08,1033524.7710956763
2024-07-09,1032064.3207782935
2024-07-10,1046391.2502826881
2024-07-11,1055995.2817157935
2024-07-12,1065170.8820575904
2024-07-15,1070043.9329914283
2024-07-16,1099342.8401569556
2024-07-17,1115101.0516742896
2024-07-18,1105748.2767414283
2024-07-19,1097050.912544651
2024-07-22,1094597.8694538306
2024-07-23,1096912.0140461158
2024-07-24,1087395.9443134498
2024-07-25,1095209.8331379127
2024-07-26,1108869.0947956275
2024-07-29,1108685.1644367408
2024-07-30,1107521.351845188
2024-07-31,1109440.0403522681
2024-08-01,1098834.7150959205
2024-08-02,1095376.4051899146
2024-08-05,1069963.0862812232
2024-08-06,1077151.4525837135
2024-08-07,1069374.7363361549
2024-08-08,1082878.2293476295
2024-08-09,1083701.2597736549
2024-08-12,1080828.6072467994
2024-08-13,1090981.685188694
2024-08-14,1099085.114082737
2024-08-15,1112175.6831745338
2024-08-16,1113394.4997333717
2024-08-19,1117618.0753254127
2024-08-20,1120889.1321186256
2024-08-21,1122485.101784153
2024-08-22,1120813.5958942603
2024-08-23,1132223.0754780006
2024-08-26,1137281.344398899
2024-08-27,1137335.4856647681
2024-08-28,1136866.5432209205
2024-08-29,1140268.1401447486
2024-08-30,1148407.8479084205
2024-09-03,1140682.1814350318
2024-09-04,1139817.0620502662
2024-09-05,1131659.0470661353
2024-09-06,1124602.0265583228
2024-09-09,1133691.2460102271
2024-09-10,1141003.9982990455
2024-09-11,1139891.0311664771
2024-09-12,1145291.9259418678
2024-09-13,1156445.1921161842
2024-09-16,1163660.4860920142
2024-09-17,1159591.1419452857
2024-09-18,1158428.3617939185
2024-09-19,1166631.8417438697
2024-09-20,1169182.8825763892
2024-09-23,1172298.0918964576
2024-09-24,1181186.8069843482
2024-09-25,1176614.737923069
2024-09-26,1180689.0217365455
2024-09-27,1186104.4936603736
2024-09-30,1189848.0770649146
2024-10-01,1191460.6785053443
2024-10-02,1191166.2952655982
2024-10-03,1186212.0717243385
2024-10-04,1188350.4964374732
2024-10-07,1180345.0374836158
2024-10-08,1181356.4784015846
2024-10-09,1197628.0079731178
2024-10-10,1195012.9799884986
2024-10-11,1202871.664863987
2024-10-14,1208657.288551731
2024-10-15,1191222.4951862525
2024-10-16,1202179.166817112
2024-10-17,1200432.3526691627
2024-10-18,1198851.4977192115
2024-10-21,1187684.1413044166
2024-10-22,1177268.5580219459
2024-10-23,1175172.0745624732
2024-10-24,1164948.6665729713
2024-10-25,1158693.44342844
2024-10-28,1164678.8917926978
2024-10-29,1154441.893440647
2024-10-30,1149414.2571186256
2024-10-31,1148171.9579548072
2024-11-01,1153273.980965061
2024-11-04,1153875.2978595924
2024-11-05,1166532.529732151
2024-11-06,1191980.0871967506
2024-11-07,1196744.3021625709
2024-11-08,1203440.6777118873
2024-11-11,1211151.2295002174
2024-11-12,1201311.202827854
2024-11-13,1202418.8666462135
2024-11-14,1194850.0884174537
2024-11-15,1190665.8677143287
2024-11-18,1190441.7501606178
2024-11-19,1183677.8046650123
2024-11-20,1192149.8968280982
2024-11-21,1209888.086586399
2024-11-22,1223028.1807331275
2024-11-25,1242721.195381565
2024-11-26,1246275.797310276
2024-11-27,1245043.714912815
2024-11-29,1249629.9090961646
2024-12-02,1244628.3133320045
2024-12-03,1241360.500221653
2024-12-04,1241415.1499103736
2024-12-05,1225368.797157688
2024-12-06,1215482.3918842506
2024-12-09,1210660.81552927
2024-12-10,1207577.150886936
2024-12-11,1193475.1808246803
2024-12-12,1178154.3339008521
2024-12-13,1180391.0136799049
2024-12-16,1168205.5833820533
2024-12-17,1159535.6143879127
2024-12-18,1136502.628548069
2024-12-19,1127018.9846882056
2024-12-20,1137828.075081272
2024-12-23,1138273.3144001197
2024-12-24,1146105.7201313209
2024-12-26,1149173.3314899635
2024-12-27,1142565.0994342994
2024-12-30,1131307.7792743873
2024-12-31,1132471.2999653053
2025-01-02,1127472.3673176002
2025-01-03,1136865.9956745338
2025-01-06,1133719.6425556373
2025-01-07,1131781.8677448463
2025-01-08,1136934.161232395
2025-01-10,1126194.2885822486
2025-01-13,1141979.56742136
2025-01-14,1149817.9620441627
2025-01-15,1163443.022346897
2025-01-16,1159798.1730732154
2025-01-17,1162398.3179096412
2025-01-21,1181655.951027317
2025-01-22,1174932.9645771217
2025-01-23,1188909.8984150123
2025-01-24,1186926.9701618385
2025-01-27,1201697.517799778
2025-01-28,1193382.9970173072
2025-01-29,1190698.4574054908
2025-01-30,1203612.6757892799
2025-01-31,1191716.4020771217
2025-02-03,1193183.152565403
2025-02-04,1193551.9508442115
2025-02-05,1195708.8968891334
2025-02-06,1185332.013313694
2025-02-07,1173619.860969944
2025-02-10,1179725.0441669654
2025-02-11,1184503.5812458228
2025-02-12,1171721.2485126685
2025-02-13,1182216.8978656959
2025-02-14,1172761.2302936744
2025-02-18,1165955.337746067
2025-02-19,1169487.344246311
2025-02-20,1159832.4104999732
2025-02-21,1134095.6658100318
2025-02-24,1132622.2535175513
2025-02-25,1148662.0208210181
2025-02-26,1143222.0799030494
2025-02-27,1143227.032051487
2025-02-28,1157836.9706501197
2025-03-03,1143294.1272052955
2025-03-04,1131799.215706272
2025-03-05,1141755.5763324928
2025-03-06,1142842.8301166724
2025-03-07,1152969.7114948463
2025-03-10,1136406.3125995826
2025-03-11,1120388.7783283424
2025-03-12,1110125.8032612037
2025-03-13,1098546.0791706275
2025-03-14,1110049.4375080299
2025-03-17,1121763.2574238013
2025-03-18,1114180.8837055396
2025-03-19,1120509.6285175513
2025-03-20,1121493.3294452857
2025-03-21,1119203.6385883521
2025-03-24,1132951.4323200416
2025-03-25,1125598.5254291724
2025-03-26,1131263.836433811
2025-03-27,1129882.6879657935
2025-03-28,1118308.672951145
2025-03-31,1135825.014168186
2025-04-01,1134556.6140522193
2025-04-02,1140718.4091571998
2025-04-03,1108646.2621845435
2025-04-04,1063500.262154026
2025-04-07,1047290.866096897
2025-04-08,1041012.9822467994
2025-04-09,1109293.6321491431
2025-04-10,1094193.101845188
2025-04-11,1110143.8542255592
2025-04-14,1116327.870796604
2025-04-15,1109783.0335773658
2025-04-16,1095789.2835773658
2025-04-17,1057994.618416233
2025-04-21,1028164.9164814185
2025-04-22,1048409.5734028053
2025-04-23,1051873.6874164771
2025-04-24,1054661.7061847877
2025-04-25,1050009.3033222388
2025-04-28,1053851.161232395
2025-04-29,1063385.584633274
2025-04-30,1068058.4862446021
2025-05-01,1062243.8885883521
2025-05-02,1078403.5892719459
2025-05-05,1078141.8581318092
2025-05-06,1065883.1500019263
2025-05-07,1069740.7682575416
2025-05-08,1070753.8976520728
2025-05-09,1065072.7995380592
2025-05-12,1089669.1359333228
2025-05-13,1062202.6290668678
2025-05-14,1054598.5416034888
2025-05-15,1055853.0253681373
2025-05-16,1069775.5600666236
2025-05-19,1079020.5246051978
2025-05-20,1077308.5878681373
2025-05-21,1054106.1080402564
2025-05-22,1049930.8462909888
2025-05-23,1047258.9915241431
2025-05-27,1064237.291511936
2025-05-28,1057980.657844944
2025-05-29,1061026.5436786842
2025-05-30,1064863.981697483
2025-06-02,1065863.6458820533
2025-06-03,1070799.950813694
2025-06-04,1069936.1543964576
2025-06-05,1063554.3962177467
2025-06-06,1072664.5093464088
2025-06-09,1072957.0210651588
2025-06-10,1079121.632088108
2025-06-11,1077788.394752903
2025-06-12,1080668.487129612
2025-06-13,1059535.45224802
2025-06-16,1062209.373482151
2025-06-17,1053803.870796604
2025-06-18,1054220.609810276
2025-06-20,1055704.1833576392
2025-06-23,1070274.6741718482
2025-06-24,1079580.9241718482
2025-06-25,1073821.548469944
2025-06-26,1079095.640694065
2025-06-27,1093141.4190143775
2025-06-30,1097168.3574299049
2025-07-01,1117775.9626239967
2025-07-02,1112760.4145893287
2025-07-03,1116226.1297382545
2025-07-07,1105585.207313938
2025-07-08,1104570.7062153053
2025-07-09,1108461.6149067115
2025-07-10,1111226.1814350318
2025-07-11,1103550.087532444
2025-07-14,1101016.9817585181
2025-07-15,1083607.4007038306
2025-07-16,1089937.8884662818
2025-07-17,1092371.900612278
2025-07-18,1086530.8618854713
2025-07-21,1087905.4324115943
2025-07-22,1097787.365669651
2025-07-23,1111897.131081028
2025-07-24,1095712.5802692603
2025-07-25,1099783.2142414283
2025-07-28,1100077.1565021705
2025-07-29,1090018.0467609596
2025-07-30,1082411.4719928931
2025-07-31,1067459.1729206275
2025-08-01,1065324.8091816138
2025-08-04,1077607.2775043678
2025-08-05,1084621.1366657447
2025-08-06,1083888.484810276
2025-08-07,1078951.1223530006
2025-08-08,1083589.9051899146
2025-08-11,1080533.8256916236
2025-08-12,1092242.6254047584
2025-08-13,1109891.5496601295
2025-08-14,1104451.2493671607
2025-08-15,1116000.1534809303
2025-08-18,1116250.4039692115
2025-08-19,1126292.2819599342
2025-08-20,1126574.9057697486
2025-08-21,1120861.3494953346
2025-08-22,1144030.5634540748
2025-08-25,1133195.8144611549
2025-08-26,1132225.4176410865
2025-08-27,1136335.6874164771
2025-08-28,1135718.8292621803
2025-08-29,1136240.7083210181
2025-09-02,1132581.8343586158
2025-09-03,1130276.8040241431
2025-09-04,1141837.2617572974
2025-09-05,1147133.101051731
2025-09-08,1152680.4684833717
2025-09-09,1155565.0897907447
2025-09-10,1150905.7770771217
2025-09-11,1171684.9546589088
2025-09-12,1162443.5140766334
2025-09-15,1162270.4741901588
2025-09-16,1159193.5612262916
2025-09-17,1165509.7073444556
2025-09-18,1167172.3192524146
2025-09-19,1163424.3511738013
2025-09-22,1164651.903786106
2025-09-23,1166808.1351703834
2025-09-24,1165782.1542743873
2025-09-25,1162786.4132770728
2025-09-26,1167201.470192356
2025-09-29,1166829.8034748267
2025-09-30,1170830.3293842506
2025-10-01,1170980.6550678443
2025-10-02,1175615.8352436256
2025-10-03,1181546.911751194
2025-10-06,1172618.47959177
2025-10-07,1171560.3660663795
2025-10-08,1173698.3458332252
2025-10-09,1164641.3631977271
2025-10-10,1146171.1574482154
2025-10-13,1156686.8491291236
2025-10-14,1177930.447761936
2025-10-15,1179178.8433307838
2025-10-16,1173371.574074192
2025-10-17,1182470.5349506568
2025-10-20,1190005.3599323463
2025-10-21,1193021.3216327857
2025-10-22,1187451.575661106
2025-10-23,1189958.9729999732
2025-10-24,1198238.9387897681
2025-10-27,1202279.827034397
2025-10-28,1205808.2956012916
2025-10-29,1208391.6712421607
2025-10-30,1204559.4972919654
2025-10-31,1201954.0999225806
2025-11-03,1189887.4573444556
2025-11-04,1180750.1768879127
2025-11-05,1182119.6892475318
2025-11-06,1179710.0142902564
2025-11-07,1182425.483650608
2025-11-10,1186132.7554401588
2025-11-11,1200571.5665363502
2025-11-12,1206339.6634601783
2025-11-13,1190407.6329120826
2025-11-14,1179934.2446064185
2025-11-17,1165831.378761692
2025-11-18,1149307.1083149146
2025-11-19,1150136.4320148658
2025-11-20,1151439.0965961646
2025-11-21,1171121.1849445533
2025-11-24,1171586.125282688
2025-11-25,1193018.3362507056
2025-11-26,1200504.798469944
2025-11-28,1206404.319160862
2025-12-01,1197426.5519184303
2025-12-02,1197857.2395710181
2025-12-03,1214568.2529071998
2025-12-04,1212355.9178547096
2025-12-05,1210798.3573993873
2025-12-08,1195332.191261692
2025-12-09,1190092.006508274
2025-12-10,1210107.7356342506
2025-12-11,1227517.9932331275
2025-12-12,1223742.6220478248
2025-12-15,1222956.9270710181
2025-12-16,1211330.793831272
2025-12-17,1205410.7574238013
2025-12-18,1199356.3553547096
2025-12-19,1192848.6161274146
2025-12-22,1196347.366249485
2025-12-23,1195068.935768528
2025-12-24,1202581.7210773658
2025-12-26,1205313.6601032447
2025-12-29,1201214.6721882056
2025-12-30,1199737.0394672584
2025-12-31,1192724.1481708717
2026-01-02,1207088.5427631568
2026-01-05,1222734.078346653
2026-01-06,1236685.1356586646
2026-01-07,1214455.8554462623
2026-01-08,1237798.0364765357
2026-01-09,1251255.2403644752
2026-01-12,1257764.7557453346
2026-01-13,1259009.4598774146
2026-01-14,1265441.5511554908
2026-01-15,1266359.1646808814
2026-01-16,1268919.2122577857
2026-01-20,1251012.1033405494
2026-01-21,1274596.6432575416
2026-01-22,1277076.8755268287
2026-01-23,1269014.0067524146
2026-01-26,1272619.0611042213
2026-01-27,1240563.6621174049
2026-01-28,1243727.2938923072
2026-01-29,1261593.2666706275
2026-01-30,1264199.3230060767
2026-02-02,1284238.5802692603
2026-02-03,1291627.9433674049
2026-02-04,1297598.0955890846
2026-02-05,1285731.054390354
2026-02-06,1315850.205299778
2026-02-09,1313976.1784443092
2026-02-10,1318378.8991169166
2026-02-11,1329131.952827854
2026-02-12,1324147.4112018775
2026-02-13,1332251.6075519752
2026-02-17,1321400.5965351295
2026-02-18,1315896.96295969
2026-02-19,1312195.113502903
2026-02-20,1315267.8986286353
2026-02-23,1298246.9155353736
2026-02-24,1305362.6451496314
2026-02-25,1302741.2771076392
2026-02-26,1301337.9525226783
2026-02-27,1305596.0667194556
2026-03-02,1301259.7923664283
2026-03-03,1283755.9000019263
2026-03-04,1289268.9658893775
2026-03-05,1263341.1083759498
2026-03-06,1248958.6604694556
2026-03-09,1257898.0330280494
2026-03-10,1259908.055488987
2026-03-11,1251972.7538532447
2026-03-12,1238633.3576130103
2026-03-13,1240075.6005024146
2026-03-16,1247050.8985981178
2026-03-17,1246871.8003620338
2026-03-18,1225579.3128132056
2026-03-19,1219813.3305439185
2026-03-20,1202791.4046711158
2026-03-23,1223036.490883274
2026-03-24,1227898.1968158912
2026-03-25,1235351.525612278
2026-03-26,1225950.2169880103
2026-03-27,1213314.735969944
2026-03-30,1209986.4115070533
