Date,portfolio_equity,portfolio_cum_return,benchmark_cum_return,AXP_asset,AMGN_asset,AMZN_asset,AAPL_asset,BA_asset,CAT_asset,CSCO_asset,CVX_asset,GS_asset,HD_asset,HON_asset,IBM_asset,JNJ_asset,KO_asset,JPM_asset,MCD_asset,MMM_asset,MRK_asset,MSFT_asset,NVDA_asset,NKE_asset,PG_asset,TRV_asset,UNH_asset,CRM_asset,VZ_asset,V_asset,WMT_asset,DIS_asset,SHW_asset
2024-09-27,1260188.7113783765,0.2601887113783765,0.12191319568515957,14943.020886111368,10517.308835494043,163660.64133470843,275544.2913104478,13383.447249926203,16592.05670306675,18269.246783882598,21443.221216080106,12342.135997432186,32732.668861069724,11073.339015240212,16528.38457357569,28399.386153326974,23036.7301751605,43963.80609394035,19598.976093087862,5743.0815105531365,23306.992377796596,282449.65267324145,21616.29608767229,12254.675430929805,30475.954541512612,4283.921257176583,43232.83376880891,23095.62162525748,12188.620912111292,40785.29291533638,14710.135646464998,16427.662792014933,7589.308556949294
2024-09-30,1267418.6182785565,0.2674186182785565,0.12236788002133592,14950.714733767614,10502.496091353418,162383.5133456673,281848.0071155016,13383.447249926203,16593.73770282261,18338.161273628688,21704.318048355497,12260.041423457576,33193.870643296286,11024.870570415993,16546.25520956202,28399.386153326974,23036.7301751605,44038.76471210443,19651.689929757784,5718.133558282629,23306.992377796596,283954.10643911053,21623.404028346118,12254.675430929805,30475.954541512612,4249.0956956531445,43232.83376880891,22852.61430103873,12194.046998537073,40785.29291533638,14888.701015117342,16458.327686118937,7568.435143863357
2024-10-01,1250839.3477783734,0.25083934777837347,0.11777608608966283,14807.811169314493,10441.639951216699,162383.5133456673,273632.62863649765,13383.447249926203,16647.117646670267,18172.770343452907,22060.75829493753,12140.765758174373,33507.02280394082,10991.152583355446,16417.431906339367,28399.386153326974,23036.7301751605,43243.34906269035,19553.334796701143,5733.10180474259,23306.992377796596,277613.08156728436,20834.316687037524,12254.675430929805,30475.954541512612,4266.595817723459,43232.83376880891,22617.07182056998,12275.403504884729,40785.29291533638,14984.42523539322,16093.772739219525,7546.969689761794
2024-10-02,1253129.5157238387,0.2531295157238387,0.11882476009963705,14935.323620486368,10320.251444324938,162383.5133456673,274322.29663576523,13383.447249926203,16716.886353945658,18269.984241157985,22244.113611099638,12184.708781856014,33686.78919188027,10875.778285259743,16445.726187345226,28399.386153326974,23036.7301751605,43295.40777851067,19603.474384103487,5665.329694757238,23306.992377796596,277912.1286637881,21163.10307924944,12254.675430929805,30475.954541512612,4265.545524754706,43232.83376880891,23331.166669202794,12232.013368165979,40785.29291533638,14829.792705180818,16110.807178306439,7460.062366233046
2024-10-03,1251656.307616844,0.2516563076168441,0.11392141936085265,14807.262585330118,10320.251444324938,162383.5133456673,272979.25014223496,13383.447249926203,16592.47662494175,18204.016833931422,22288.121972916044,12042.494578975155,33712.8173290873,10823.093653912087,16668.37776815577,28399.386153326974,23036.7301751605,42866.46637226067,19583.548999582003,5638.306409845129,23306.992377796596,277912.1286637881,21873.99220888811,12254.675430929805,30475.954541512612,4234.745079198068,43232.83376880891,23449.77103931998,12088.281800783167,40785.29291533638,14829.792705180818,16022.223079490519,7460.062366233046
2024-10-04,1256835.220861898,0.25683522086189803,0.12296715190496155,15252.521374392618,10320.251444324938,162383.5133456673,274346.44003786484,13383.447249926203,16844.656770205424,18315.121570259547,22213.30968653909,12261.249156611873,33476.59019328174,10870.508937115212,16912.62526571437,28399.386153326974,23036.7301751605,44383.24872089348,19603.474384103487,5658.677869806066,23306.992377796596,277912.1286637881,22241.877706934985,12254.675430929805,30475.954541512612,4285.670829930489,43232.83376880891,24017.06840260123,11996.075440919887,40785.29291533638,14923.677913310701,16281.158168601849,7460.062366233046
2024-10-07,1249488.5013642174,0.2494885013642174,0.11240076436683388,15132.391735720743,10320.251444324938,162383.5133456673,268163.73885073105,13383.447249926203,16893.411012148783,18231.793018013457,22269.04702174417,12248.210521357969,33476.59019328174,10846.803065533182,16996.02394735499,28399.386153326974,23036.7301751605,44322.49212909659,19416.408862863253,5641.216337213293,23306.992377796596,277912.1286637881,22739.50009768206,12254.675430929805,30475.954541512612,4106.468986668771,43232.83376880891,23753.32511646842,11903.871400392542,40785.29291533638,14584.957271220857,15810.983363914349,7460.062366233046
2024-10-08,1255593.3098053795,0.25559330980537953,0.1157451281971611,14874.492321658243,10320.251444324938,162383.5133456673,273100.22755922715,13383.447249926203,16460.92166278355,18308.17683759353,21921.408929703153,12295.294566768123,33476.59019328174,11040.148493999977,17107.72167074366,28399.386153326974,23036.7301751605,44284.78375507317,19483.905719552706,5634.5632000062615,23306.992377796596,277912.1286637881,23658.32161562639,12254.675430929805,30475.954541512612,4182.944267430489,43232.83376880891,24333.888470960606,11949.974000490198,40785.29291533638,14697.24972117203,15831.428386497357,7460.062366233046
2024-10-09,1262350.3774983084,0.2623503774983085,0.12718960543964042,15001.789440798868,10320.251444324938,162383.5133456673,277661.6565143053,13383.447249926203,16414.28072991904,18596.353717476344,22053.424371597685,12503.184886592344,33476.59019328174,11393.122248882788,17530.682669278816,28399.386153326974,23036.7301751605,44844.14715839348,19607.97676447458,5647.867506036535,23306.992377796596,277912.1286637881,23615.67125551897,12254.675430929805,30475.954541512612,4202.720207371895,43232.83376880891,24031.16496021842,11977.093995607383,40785.29291533638,14824.26996195572,16017.112483787394,7460.062366233046
2024-10-10,1261738.7781941092,0.2617387781941092,0.12565496812548882,14949.438122439493,10320.251444324938,162383.5133456673,277056.69502748887,13383.447249926203,16414.28072991904,18589.410358101344,22195.70537745706,12467.932506221248,33476.59019328174,11387.853785748024,17435.36784994288,28399.386153326974,23036.7301751605,44722.63727069817,19621.475726876924,5583.422620782629,23306.992377796596,277912.1286637881,23999.548941065845,12254.675430929805,30475.954541512612,4232.995231785959,43232.83376880891,24217.77836353873,11844.338685548792,40785.29291533638,14678.841052653963,15913.197917747357,7460.062366233046
2024-10-11,1263267.5420626935,0.26326754206269354,0.13651902372333646,15262.990612673868,10320.251444324938,162383.5133456673,275253.93806948105,13383.447249926203,16414.28072991904,18835.921588570094,22313.057794449247,12771.679301875545,33476.59019328174,11513.765010113257,17453.238485929207,28399.386153326974,23036.7301751605,46702.410952338796,19685.760394845674,5562.070240282515,23306.992377796596,277912.1286637881,23997.775350977954,12254.675430929805,30475.954541512612,4292.145897069161,43232.83376880891,24046.09464771842,11858.109742677698,40785.29291533638,14769.045383098299,16107.399234580853,7460.062366233046
